Employee ID;Date of Joining;Gender;Company Type;WFH Setup Available;Designation;Resource Allocation;Mental Fatigue Score;Burn Rate;Years in Company;Work Hours per Week;Sleep Hours;Work-Life Balance Score;Manager Support Score;Deadline Pressure Score;Team Size;Recognition Frequency
fffe33003400370032003900;15/08/2008;Male;Service;Yes;1;2.0;5.0;0.3;16;41;7.3;4;4;2;13;2
fffe31003500320032003300;24/08/2008;Male;Service;No;2;4.0;7.2;0.58;16;54;5.6;1;1;4;6;1
fffe32003100380034003000;17/07/2008;Male;Service;Yes;2;5.0;7.9;0.65;16;59;5.5;2;3;5;7;1
fffe3300390036003400;21/01/2008;Male;Service;No;2;5.0;5.8;0.36;16;36;7.3;3;4;1;7;5
fffe32003700390030003400;12/02/2008;Female;Product;No;2;3.0;4.5;0.25;16;44;6.3;4;5;3;17;4
fffe32003500350030003100;24/12/2008;Male;Product;Yes;3;6.0;8.4;0.66;16;59;5.5;1;1;5;18;0
fffe3200390034003000;28/05/2008;Female;Product;No;1;2.0;;0.17;16;39;7.0;4;5;3;12;5
fffe32003100390031003800;23/12/2008;Male;Service;No;4;8.0;8.8;0.87;16;56;5.3;2;3;5;3;0
fffe32003700360031003600;24/11/2008;Male;Service;No;2;6.0;7.7;0.57;16;54;6.2;2;2;5;8;1
fffe3900300039003900;18/01/2008;Female;Service;Yes;2;4.0;5.4;0.46;16;56;5.7;1;2;4;19;1
fffe31003100330032003400;01/05/2008;Male;Service;Yes;3;6.0;6.9;0.66;16;54;4.5;2;1;5;5;0
fffe3700370032003400;06/08/2008;Female;Service;Yes;1;1.0;;0.2;16;43;7.1;5;3;2;15;5
fffe31003700360030003400;03/03/2008;Male;Service;No;4;8.0;7.1;0.57;16;55;5.6;1;1;5;3;0
fffe33003100350039003800;12/01/2008;Male;Service;Yes;1;4.0;5.1;0.39;16;36;7.2;3;4;2;7;3
fffe3200340035003100;06/09/2008;Female;Service;No;1;1.0;4.2;0.26;16;44;6.5;5;4;3;5;5
fffe33003200370039003000;03/03/2008;Female;Service;No;2;5.0;5.1;0.45;16;58;5.8;2;1;5;9;0
fffe32003700370030003600;11/08/2008;Female;Product;Yes;2;4.0;5.2;0.34;16;42;6.6;5;4;2;3;2
fffe31003900360034003300;10/08/2008;Male;Service;No;1;3.0;4.2;;16;43;7.0;5;5;2;12;2
fffe31003500370033003100;09/11/2008;Female;Service;No;3;5.0;5.5;0.45;16;50;5.9;2;3;5;14;1
fffe340033003200;07/01/2008;Female;Service;Yes;3;8.0;8.9;0.88;16;48;5.3;1;1;5;3;1
fffe33003400370035003800;13/07/2008;Male;Service;Yes;1;2.0;2.2;0.13;16;44;6.8;4;5;2;12;3
fffe3900370031003600;26/09/2008;Female;Service;Yes;2;3.0;6.9;0.46;16;59;5.6;1;2;5;4;0
fffe32003900300037003200;29/10/2008;Male;Service;No;3;4.0;5.7;0.5;16;49;5.6;1;1;4;5;1
fffe31003700350037003300;12/03/2008;Female;Service;No;2;4.0;;0.36;16;37;6.7;5;5;1;5;2
fffe31003700360034003600;04/06/2008;Female;Service;No;0;1.0;;;16;38;7.0;4;3;1;4;4
fffe31003600340034003100;10/12/2008;Female;Service;Yes;3;4.0;5.4;0.48;16;56;5.8;2;2;5;8;1
fffe360035003000;21/03/2008;Female;Service;Yes;1;3.0;5.9;0.46;16;51;5.7;1;1;4;7;1
fffe32003300340032003900;08/07/2008;Female;Service;No;2;4.0;8.0;0.61;16;57;6.6;1;3;5;6;0
fffe32003900310035003100;26/05/2008;Female;Product;No;3;4.0;6.1;0.43;16;54;6.8;1;1;5;9;0
fffe3500360030003500;06/02/2008;Female;Service;Yes;2;4.0;1.8;0.13;16;43;6.4;3;5;2;11;2
fffe3100340032003500;16/02/2008;Male;Product;No;2;6.0;6.4;0.57;16;56;4.7;2;3;4;14;1
fffe33003200360036003000;04/05/2008;Male;Service;No;2;3.0;4.1;0.35;16;43;6.7;3;5;1;3;3
fffe3200390037003700;10/08/2008;Female;Service;No;2;6.0;6.7;0.56;16;51;5.3;2;1;5;13;1
fffe32003300340035003800;17/03/2008;Male;Service;No;4;8.0;10.0;0.99;16;50;5.4;2;3;4;16;0
fffe31003500360038003000;21/07/2008;Male;Service;No;3;8.0;7.6;0.74;16;49;4.5;1;1;5;8;1
fffe31003000370036003600;13/01/2008;Female;Service;Yes;1;2.0;2.5;0.06;16;42;6.6;5;5;2;17;2
fffe3100320033003900;06/06/2008;Male;Service;No;4;8.0;8.1;0.7;16;54;5.6;2;2;4;14;1
fffe32003800320036003500;15/01/2008;Male;Product;Yes;4;7.0;8.9;0.81;16;49;5.1;1;2;4;9;0
fffe31003100350033003500;10/06/2008;Male;Product;No;2;6.0;7.4;0.59;16;51;4.8;1;1;5;16;0
fffe32003400350031003600;01/04/2008;Male;Product;Yes;2;3.0;5.6;0.44;16;56;5.2;2;3;5;15;0
fffe32003400390037003500;15/01/2008;Male;Service;No;1;3.0;5.2;0.37;16;41;7.2;3;4;2;5;2
fffe3600340038003300;11/06/2008;Female;Service;Yes;2;4.0;;0.3;16;38;6.4;5;3;3;7;3
fffe31003200310038003500;23/02/2008;Female;Service;Yes;4;;8.0;0.72;16;48;6.0;2;3;4;10;0
fffe33003200360039003900;15/08/2008;Male;Service;Yes;2;3.0;3.8;0.27;16;43;6.8;5;4;3;15;3
fffe32003400330032003800;28/03/2008;Male;Product;No;1;5.0;7.4;0.52;16;49;5.7;2;2;4;19;1
fffe33003200350037003600;27/10/2008;Male;Product;No;2;5.0;6.7;0.54;16;55;6.0;2;1;5;3;1
fffe31003200340031003300;24/10/2008;Female;Service;Yes;3;5.0;6.2;0.44;16;59;4.7;2;3;5;9;1
fffe31003800350038003700;17/04/2008;Male;Service;Yes;2;4.0;5.2;0.29;16;38;7.4;3;3;1;7;4
fffe3600360037003200;07/05/2008;Male;Product;No;2;6.0;6.9;0.59;16;57;5.9;1;1;5;14;0
fffe31003500320036003800;07/05/2008;Female;Service;No;0;;1.1;0.08;16;42;7.4;3;3;2;5;4
fffe3800360034003200;10/09/2008;Male;Product;Yes;2;2.0;4.1;0.21;16;35;6.4;4;5;1;4;3
fffe32003200300031003100;31/07/2008;Female;Service;Yes;2;5.0;5.9;0.48;16;51;6.2;2;1;5;3;1
fffe31003500330039003900;17/06/2008;Male;Product;Yes;2;5.0;7.0;0.58;16;51;5.6;1;3;4;12;0
fffe31003800300037003200;09/06/2008;Female;Product;Yes;2;3.0;;;16;37;7.6;3;4;2;7;3
fffe33003300320038003100;13/09/2008;Male;Product;No;1;4.0;5.0;0.32;16;42;7.0;5;5;1;19;4
fffe32003300390039003900;24/09/2008;Female;Service;Yes;2;4.0;7.2;0.49;16;56;6.0;2;3;5;13;0
fffe32003300330031003500;22/07/2008;Male;Service;Yes;2;4.0;1.6;0.12;16;36;7.7;4;5;2;15;4
fffe33003100300030003900;23/10/2008;Male;Product;No;3;7.0;8.8;0.74;16;56;5.7;2;1;5;18;0
fffe32003800350037003500;03/12/2008;Female;Service;No;1;1.0;1.9;0.09;16;41;6.6;3;4;1;13;3
fffe32003900310036003400;13/06/2008;Female;Product;No;4;6.0;6.6;0.58;16;54;4.8;2;1;4;4;0
fffe33003400300038003400;10/03/2008;Female;Product;Yes;1;2.0;4.5;0.24;16;43;7.1;4;4;3;10;3
fffe32003900330038003600;30/05/2008;Female;Service;Yes;1;1.0;3.1;0.22;16;38;8.4;3;5;2;4;2
fffe33003100300032003300;10/03/2008;Female;Product;Yes;0;1.0;0.0;0.0;16;40;6.4;5;5;1;3;5
fffe31003300360034003500;24/04/2008;Male;Product;No;0;1.0;4.5;0.24;16;41;6.7;5;5;1;4;5
fffe31003500370036003300;07/04/2008;Male;Product;No;3;7.0;7.8;0.79;16;57;5.2;2;2;4;8;0
fffe32003900350037003600;20/07/2008;Male;Product;Yes;2;4.0;4.1;0.36;16;38;6.7;5;3;2;18;3
fffe32003800320039003200;25/10/2008;Male;Service;No;4;7.0;8.5;0.67;16;54;6.4;1;3;5;13;1
fffe33003200370038003700;25/03/2008;Female;Product;No;2;4.0;5.9;0.51;16;57;4.9;1;1;4;16;0
fffe3300330035003700;08/07/2008;Male;Product;Yes;1;3.0;3.2;0.12;16;44;7.2;5;4;1;17;3
fffe31003300300031003700;29/01/2008;Female;Service;No;3;6.0;;0.72;16;54;5.8;1;3;4;12;0
fffe3900310034003500;06/12/2008;Female;Service;No;1;1.0;;0.2;16;40;7.2;4;4;1;8;2
fffe33003200320033003400;02/05/2008;Female;Service;Yes;2;4.0;5.8;0.46;16;59;5.1;1;3;5;6;1
fffe31003100390031003200;30/03/2008;Female;Service;No;2;4.0;;0.31;16;38;6.9;5;5;1;3;4
fffe31003000340034003100;08/09/2008;Male;Service;No;5;;7.8;0.77;16;58;4.1;1;1;5;6;0
fffe32003500390030003500;22/10/2008;Male;Product;Yes;2;4.0;5.1;0.37;16;37;6.9;5;3;1;15;3
fffe31003400350030003000;10/02/2008;Male;Service;No;3;7.0;7.7;0.78;16;54;5.6;1;3;5;14;1
fffe31003300300034003500;26/11/2008;Male;Service;Yes;2;5.0;7.0;0.65;16;55;6.0;1;2;5;4;0
fffe31003600350034003200;14/09/2008;Female;Product;Yes;1;4.0;;0.34;16;37;7.0;4;4;3;5;3
fffe32003900310030003000;03/07/2008;Female;Service;No;2;6.0;7.3;0.59;16;52;4.8;1;3;4;9;0
fffe31003900300032003800;04/08/2008;Male;Service;Yes;3;6.0;6.2;0.55;16;56;5.2;1;2;4;18;0
fffe3700350035003900;23/12/2008;Female;Service;Yes;2;3.0;3.2;0.25;16;41;7.1;3;4;2;9;5
fffe32003500370038003100;02/02/2008;Female;Product;No;2;6.0;6.2;0.52;16;51;5.3;1;2;4;5;1
fffe31003300300035003600;10/07/2008;Female;Service;No;2;4.0;6.7;0.59;16;54;5.8;1;2;5;5;1
fffe32003700320034003700;09/03/2008;Male;Service;Yes;0;1.0;3.5;0.24;16;41;6.7;5;3;2;10;5
fffe32003100350033003700;17/09/2008;Female;Service;No;2;;6.7;0.63;16;49;6.0;2;3;5;19;0
fffe32003300360036003000;14/08/2008;Female;Service;Yes;1;4.0;5.2;0.32;16;43;7.3;3;3;2;5;5
fffe32003400320034003500;05/01/2008;Male;Service;Yes;1;2.0;1.6;0.09;17;43;7.4;5;3;2;4;2
fffe32003600380033003500;10/02/2008;Male;Service;Yes;0;1.0;1.3;0.08;16;42;7.1;4;4;3;15;3
fffe32003000340031003500;27/05/2008;Male;Service;No;0;1.0;2.5;0.06;16;42;6.8;5;4;1;11;2
fffe32003300310039003000;04/12/2008;Male;Product;No;4;8.0;8.7;0.7;16;59;5.4;1;3;5;3;0
fffe31003100380039003500;22/06/2008;Female;Product;No;1;3.0;4.7;0.33;16;43;7.2;3;5;2;5;5
fffe31003600370035003200;09/05/2008;Female;Service;Yes;1;2.0;5.3;0.34;16;37;6.9;5;4;2;10;3
fffe33003400360031003900;19/12/2008;Male;Service;No;3;5.0;6.6;0.58;16;56;5.7;2;1;5;11;1
fffe32003400350038003300;12/09/2008;Male;Service;No;4;7.0;7.5;0.68;16;57;5.9;2;3;4;10;0
fffe31003800390033003200;06/02/2008;Female;Service;No;3;7.0;8.0;0.85;16;58;5.7;2;3;5;19;0
fffe31003000340036003900;11/08/2008;Male;Service;Yes;2;3.0;6.5;0.49;16;51;5.6;1;2;4;19;0
fffe31003400360033003400;12/08/2008;Female;Service;Yes;1;;6.0;0.39;16;41;6.7;4;3;1;5;5
fffe32003400300034003700;12/03/2008;Female;Product;Yes;1;2.0;3.9;0.26;16;43;6.2;3;5;2;16;5
fffe32003900320033003400;25/01/2008;Male;Service;Yes;1;3.0;5.8;0.43;16;57;4.4;2;2;4;10;1
fffe3400360033003200;27/06/2008;Female;Service;No;2;;6.6;0.53;16;56;4.8;2;2;5;15;1
fffe31003800390030003100;02/01/2008;Female;Service;No;4;;8.1;0.71;17;59;5.6;2;2;5;17;1
fffe32003100350038003000;24/06/2008;Female;Service;Yes;3;4.0;4.9;0.41;16;51;4.7;2;2;5;7;0
fffe32003500350037003000;30/10/2008;Female;Service;No;4;7.0;7.0;0.54;16;50;5.6;1;3;5;11;0
fffe32003200330035003600;31/10/2008;Female;Product;Yes;1;3.0;6.3;0.45;16;50;5.4;2;2;4;18;1
fffe31003600330038003100;16/03/2008;Male;Service;Yes;1;1.0;1.9;0.05;16;36;6.4;3;3;2;18;5
fffe31003800330033003400;28/11/2008;Male;Service;No;2;5.0;;0.62;16;52;5.3;1;3;5;5;1
fffe32003800320034003900;02/09/2008;Female;Service;Yes;3;6.0;6.6;0.62;16;51;5.7;2;2;5;4;0
fffe31003600340038003800;04/08/2008;Male;Service;Yes;3;6.0;5.7;0.53;16;57;4.8;1;1;5;5;0
fffe33003200300034003200;26/02/2008;Male;Service;Yes;2;4.0;5.5;0.46;16;51;5.7;2;3;4;8;0
fffe31003600370037003000;20/07/2008;Male;Product;Yes;0;2.0;3.7;0.21;16;40;6.8;5;5;2;16;3
fffe3200340037003500;16/09/2008;Female;Service;No;1;4.0;4.9;0.4;16;35;7.5;4;4;1;6;4
fffe31003100360033003500;12/01/2008;Female;Service;No;2;4.0;6.2;0.39;16;42;7.4;5;3;2;12;2
fffe33003200380038003700;15/02/2008;Male;Service;No;2;4.0;6.0;0.53;16;50;5.3;1;3;4;17;1
fffe390031003200;18/02/2008;Female;Product;Yes;2;;3.7;0.27;16;35;7.3;3;3;3;8;2
fffe31003600370036003100;22/02/2008;Female;Service;No;1;4.0;5.3;0.45;16;53;5.4;1;2;4;12;1
fffe370032003300;26/10/2008;Female;Service;No;1;2.0;4.4;;16;42;7.2;4;4;2;11;4
fffe32003200310036003600;25/06/2008;Female;Service;Yes;5;9.0;;0.84;16;49;5.6;1;2;4;12;0
fffe31003700370035003000;26/11/2008;Male;Product;No;3;7.0;7.8;0.58;16;48;5.5;2;3;5;13;0
fffe3200340037003700;08/02/2008;Female;Service;Yes;2;4.0;6.4;0.53;16;53;4.9;2;1;5;11;0
fffe3100330036003000;05/02/2008;Male;Service;Yes;2;4.0;5.8;0.49;16;50;5.6;2;2;5;7;1
fffe3900370035003500;09/07/2008;Female;Product;Yes;2;3.0;4.7;0.35;16;38;6.7;4;3;2;5;3
fffe3700380032003300;09/01/2008;Female;Service;Yes;0;1.0;0.5;;16;38;7.2;3;3;3;8;5
fffe33003000300038003900;01/03/2008;Male;Service;Yes;2;4.0;6.4;0.45;16;55;6.6;1;3;4;16;1
fffe31003000330034003500;08/07/2008;Female;Service;No;3;4.0;6.1;0.49;16;53;4.8;2;1;4;4;0
fffe3400310039003700;22/03/2008;Male;Product;Yes;1;2.0;2.2;0.15;16;35;6.8;5;4;2;18;3
fffe32003800340036003600;13/05/2008;Male;Service;Yes;2;3.0;2.3;0.15;16;43;7.8;4;5;1;13;2
fffe3200380034003000;09/04/2008;Female;Service;Yes;1;2.0;5.1;0.35;16;40;6.8;5;3;3;8;5
fffe33003100370030003600;26/08/2008;Male;Service;Yes;3;7.0;5.8;0.51;16;54;5.7;2;3;4;11;1
fffe31003900390035003900;20/10/2008;Female;Service;No;3;5.0;7.0;0.58;16;52;5.0;2;1;4;4;0
fffe31003100330033003100;25/03/2008;Female;Service;Yes;2;4.0;;0.36;16;41;6.8;5;5;1;18;2
fffe32003700300035003200;13/04/2008;Male;Service;No;3;6.0;8.1;0.62;16;56;5.5;2;1;4;10;1
fffe3200320034003300;30/01/2008;Female;Service;Yes;2;;5.3;0.45;16;58;5.5;1;3;4;17;1
fffe33003400320036003100;13/01/2008;Male;Product;Yes;3;5.0;7.3;0.57;16;54;5.4;2;2;4;19;0
fffe31003300350038003300;19/05/2008;Male;Product;No;2;4.0;6.9;0.53;16;49;5.6;1;2;4;9;1
fffe33003100390030003400;01/07/2008;Male;Service;No;2;4.0;3.9;0.3;16;39;7.1;4;3;1;18;2
fffe31003800390032003000;10/12/2008;Female;Service;Yes;3;6.0;7.0;0.55;16;55;5.0;1;2;5;12;1
fffe31003300320034003500;10/04/2008;Female;Product;Yes;3;;;0.57;16;55;5.1;1;1;4;12;0
fffe32003300380031003100;01/08/2008;Male;Product;No;4;7.0;7.1;0.52;16;59;6.3;1;2;4;4;0
fffe31003800330034003100;21/12/2008;Female;Service;No;4;9.0;10.0;0.87;16;58;4.7;1;1;5;14;1
fffe31003200340038003000;18/03/2008;Male;Service;No;3;8.0;7.3;0.73;16;55;5.7;2;1;5;4;1
fffe32003500380038003100;02/07/2008;Female;Service;No;1;3.0;4.4;0.3;16;37;6.9;3;5;3;15;2
fffe31003600370030003400;31/07/2008;Female;Product;Yes;1;3.0;4.7;0.39;16;42;7.4;5;3;3;17;5
fffe32003400300036003100;22/10/2008;Female;Service;No;2;5.0;6.9;0.53;16;56;5.6;1;3;5;3;1
fffe32003900340031003700;19/04/2008;Male;Product;Yes;2;5.0;6.3;0.52;16;50;5.3;1;2;5;7;0
fffe32003900310037003000;08/04/2008;Female;Product;Yes;3;5.0;5.3;0.5;16;58;4.4;2;3;5;17;0
fffe31003200370034003500;09/01/2008;Female;Product;Yes;2;3.0;;0.22;16;38;7.1;5;5;3;12;3
fffe3700320039003600;06/02/2008;Male;Service;No;2;4.0;;;16;36;6.5;4;4;3;14;3
fffe3700340033003600;26/05/2008;Male;Service;No;3;6.0;6.7;;16;36;6.6;3;3;2;16;2
fffe3800330037003400;19/11/2008;Male;Product;Yes;1;3.0;3.6;;16;40;6.6;5;4;3;13;5
fffe32003800340031003400;30/03/2008;Female;Product;Yes;0;1.0;2.0;0.16;16;35;6.8;4;4;2;7;4
fffe3600390036003000;28/10/2008;Male;Service;Yes;2;5.0;5.8;0.52;16;52;5.9;2;2;4;9;1
fffe3800380034003300;22/10/2008;Female;Product;Yes;2;4.0;4.3;0.37;16;42;6.0;5;5;3;4;2
fffe32003800380037003300;23/06/2008;Male;Product;Yes;3;6.0;5.1;0.35;16;38;6.7;3;3;2;13;2
fffe3100370034003500;20/02/2008;Female;Product;No;3;4.0;4.4;0.27;16;44;6.8;4;3;1;4;3
fffe3800380037003000;02/04/2008;Female;Service;Yes;2;5.0;4.8;;16;40;6.0;4;3;2;15;3
fffe31003500300035003900;16/06/2008;Female;Product;Yes;3;;6.0;;16;35;7.3;5;5;1;11;3
fffe32003400360039003200;16/03/2008;Female;Service;Yes;1;2.0;5.6;0.5;16;56;4.7;1;1;5;13;1
fffe33003300330031003100;17/10/2008;Female;Service;Yes;0;1.0;4.2;0.18;16;43;6.5;5;5;2;7;2
fffe31003500370032003700;26/08/2008;Female;Service;Yes;2;4.0;4.7;0.38;16;43;7.4;3;3;1;8;4
fffe31003700330034003800;18/09/2008;Female;Service;No;3;5.0;5.2;0.31;16;37;7.3;3;4;1;15;4
fffe31003600330038003600;10/07/2008;Male;Product;No;2;3.0;5.2;0.37;16;39;6.8;4;5;1;11;4
fffe31003800390038003600;28/03/2008;Male;Service;No;3;7.0;7.6;0.55;16;52;5.1;2;2;4;15;1
fffe33003400360036003600;05/12/2008;Female;Service;Yes;1;3.0;3.8;0.3;16;40;6.9;4;3;1;4;4
fffe31003000300030003600;07/07/2008;Female;Service;No;3;5.0;6.8;0.52;16;56;4.8;2;1;4;7;1
fffe3700390033003300;11/06/2008;Female;Service;Yes;1;4.0;5.0;0.3;16;42;6.9;3;3;3;9;5
fffe31003100300031003500;22/01/2008;Male;Service;Yes;2;6.0;7.6;0.57;16;53;5.6;1;2;4;18;0
fffe3500360032003000;27/09/2008;Female;Product;No;3;7.0;6.3;0.54;16;55;5.0;1;1;4;3;1
fffe3800310030003000;22/02/2008;Female;Service;No;0;1.0;4.6;0.24;16;44;7.1;3;3;2;5;2
fffe32003500350035003500;20/12/2008;Male;Product;Yes;3;6.0;6.3;0.4;16;39;7.2;3;5;3;11;3
fffe32003100300036003700;06/11/2008;Female;Product;No;4;6.0;7.0;0.6;16;51;5.4;1;2;5;7;1
fffe33003400390037003400;02/11/2008;Male;Product;Yes;2;4.0;6.5;0.48;16;52;5.7;1;3;4;6;0
fffe33003000340034003400;06/04/2008;Female;Service;No;2;5.0;6.3;0.53;16;49;5.9;2;2;5;19;1
fffe32003600340037003000;30/04/2008;Male;Service;No;1;5.0;5.8;0.52;16;53;5.1;2;3;4;7;0
fffe3500370033003000;19/12/2008;Male;Product;No;2;4.0;6.3;0.5;16;49;5.2;2;2;5;13;0
fffe3300340037003500;08/03/2008;Male;Service;No;2;4.0;4.5;0.39;16;37;6.7;5;5;2;17;5
fffe3300380037003700;28/01/2008;Male;Product;No;3;7.0;;0.53;16;55;5.3;1;2;5;7;1
fffe31003400310032003700;01/04/2008;Male;Product;No;2;5.0;;0.57;16;58;5.8;2;2;5;12;1
fffe31003900320038003900;05/04/2008;Male;Service;No;2;5.0;7.5;0.65;16;58;5.7;1;2;5;3;0
fffe32003100340034003000;13/10/2008;Female;Service;Yes;3;;7.1;0.53;16;50;5.4;2;1;5;3;1
fffe33003100300031003500;20/06/2008;Female;Service;No;1;4.0;5.3;0.35;16;39;6.8;3;5;1;14;4
fffe32003500380037003300;23/12/2008;Male;Service;Yes;2;4.0;6.2;0.43;16;54;6.2;2;1;4;15;0
fffe32003800370035003800;02/05/2008;Female;Product;No;0;1.0;1.9;0.09;16;44;7.6;3;5;3;12;4
fffe33003400300030003900;07/04/2008;Male;Service;Yes;0;1.0;0.0;0.0;16;37;7.7;3;5;1;16;2
fffe33003300350036003300;18/08/2008;Female;Product;No;2;4.0;7.0;0.63;16;59;5.1;1;2;5;10;0
fffe3900330036003200;22/03/2008;Female;Service;Yes;1;2.0;4.0;;16;37;7.1;4;3;3;8;2
fffe31003900370030003100;16/10/2008;Female;Service;No;0;2.0;4.3;0.2;16;35;7.0;5;5;2;16;5
fffe31003900350037003600;24/06/2008;Female;Service;No;3;6.0;;0.45;16;54;5.5;1;1;5;4;0
fffe32003000;15/11/2008;Male;Service;Yes;0;1.0;;0.03;16;37;7.9;3;3;3;18;5
fffe33003400390033003800;05/01/2008;Male;Service;Yes;2;3.0;4.5;0.37;17;40;7.5;3;3;3;13;2
fffe33003100340034003600;14/01/2008;Female;Product;Yes;3;6.0;5.5;0.51;16;55;5.4;1;3;5;12;0
fffe33003200350033003100;01/10/2008;Male;Service;Yes;1;3.0;4.5;0.4;16;42;6.7;4;5;3;16;3
fffe3700330036003700;20/05/2008;Female;Service;Yes;2;3.0;6.3;0.5;16;53;5.3;1;1;5;11;1
fffe31003600340033003900;27/05/2008;Male;Service;Yes;3;6.0;5.5;0.43;16;53;5.4;1;2;5;19;1
fffe32003500310032003400;12/10/2008;Female;Product;No;5;9.0;9.5;1.0;16;58;5.7;2;3;4;7;0
fffe31003600350037003900;06/12/2008;Male;Product;No;2;3.0;;0.26;16;43;6.7;4;4;3;11;5
fffe3600310031003100;15/03/2008;Male;Product;Yes;2;5.0;5.9;0.44;16;54;5.0;1;3;4;6;1
fffe32003300350033003900;29/08/2008;Male;Service;No;1;4.0;4.5;0.3;16;36;6.2;3;3;1;5;2
fffe31003400320030003000;18/07/2008;Male;Product;Yes;2;4.0;4.9;0.39;16;41;6.7;3;3;1;14;2
fffe370034003500;31/03/2008;Male;Product;No;3;7.0;;0.56;16;58;5.3;1;2;4;8;0
fffe32003300330035003100;26/04/2008;Male;Service;No;3;6.0;8.4;0.69;16;56;4.9;1;3;5;14;1
fffe3200350035003400;02/01/2008;Male;Service;Yes;3;;8.5;0.77;17;51;4.3;2;3;4;19;1
fffe32003600380034003700;08/08/2008;Female;Service;No;2;4.0;6.2;0.58;16;49;5.3;1;1;5;8;1
fffe32003000320034003300;29/04/2008;Male;Service;No;5;9.0;7.3;0.75;16;51;4.0;2;1;5;9;1
fffe3500310033003800;07/11/2008;Male;Service;No;1;4.0;7.3;0.51;16;49;5.7;1;3;4;4;0
fffe32003800380038003600;28/01/2008;Female;Product;No;2;5.0;7.7;0.69;16;52;5.0;2;1;4;14;1
fffe32003100380030003800;01/08/2008;Female;Service;Yes;1;1.0;2.8;0.14;16;44;6.9;5;3;3;12;5
fffe31003800380030003900;31/01/2008;Female;Service;No;2;5.0;7.6;0.65;16;53;5.9;2;1;4;6;1
fffe380039003300;24/07/2008;Female;Product;Yes;1;1.0;0.7;0.06;16;38;7.4;4;4;1;11;4
fffe31003300300039003500;07/10/2008;Male;Product;Yes;2;4.0;6.4;0.45;16;51;5.9;1;3;4;10;0
fffe31003600310039003200;24/08/2008;Male;Service;Yes;2;4.0;3.1;0.22;16;43;6.4;4;3;2;6;4
fffe32003500380039003300;25/07/2008;Male;Service;Yes;3;4.0;7.2;0.5;16;52;5.0;1;3;4;15;0
fffe32003900350039003000;15/06/2008;Male;Service;Yes;3;4.0;5.5;0.38;16;41;7.1;3;5;3;19;5
fffe32003400380039003200;19/08/2008;Female;Service;Yes;1;2.0;4.7;0.43;16;54;5.0;1;3;4;15;1
fffe31003900380035003600;14/02/2008;Female;Service;No;3;5.0;6.4;0.49;16;58;6.2;2;3;5;11;1
fffe3500390035003900;09/07/2008;Male;Service;No;3;6.0;7.3;0.51;16;49;4.9;1;1;4;8;1
fffe31003300300034003100;25/07/2008;Male;Service;No;3;7.0;7.0;0.65;16;57;5.4;1;2;5;4;1
fffe3400300031003900;01/01/2008;Female;Service;Yes;3;5.0;;0.5;17;58;6.2;1;3;5;14;0
fffe3900300039003800;20/07/2008;Male;Service;No;5;10.0;7.9;0.81;16;58;4.7;1;1;4;18;0
fffe32003300320030003600;26/01/2008;Female;Service;Yes;1;3.0;7.2;0.49;16;53;5.2;2;1;5;12;0
fffe32003900300030003900;28/08/2008;Male;Service;Yes;2;5.0;7.5;0.66;16;56;5.8;1;2;4;17;0
fffe32003900380038003100;10/11/2008;Female;Product;Yes;3;4.0;5.9;0.47;16;50;6.2;1;3;4;6;1
fffe31003000300031003800;25/03/2008;Male;Service;No;3;5.0;6.2;0.58;16;56;5.8;1;3;5;13;1
fffe31003500390038003300;22/12/2008;Male;Service;No;2;6.0;7.2;0.59;16;49;5.6;1;3;4;18;0
fffe3300340038003800;05/03/2008;Female;Service;Yes;4;10.0;;0.94;16;48;5.4;1;1;4;12;0
fffe31003800390031003500;30/11/2008;Male;Service;Yes;2;4.0;5.1;0.3;16;38;6.8;3;4;1;9;4
fffe32003400300033003700;09/02/2008;Male;Product;No;4;9.0;8.8;0.74;16;49;6.0;1;2;5;19;1
fffe31003600340033003200;24/08/2008;Male;Service;No;4;10.0;9.1;0.92;16;51;6.3;1;1;4;6;0
fffe31003300370032003800;02/05/2008;Female;Service;Yes;2;4.0;5.2;0.45;16;55;5.7;1;1;4;17;0
fffe3100360035003900;27/07/2008;Male;Service;No;3;7.0;9.0;0.76;16;57;5.1;1;2;4;5;0
fffe32003600330031003100;14/10/2008;Female;Service;No;3;7.0;6.3;0.63;16;55;4.7;2;2;4;12;1
fffe33003000380034003400;07/04/2008;Male;Product;No;1;3.0;4.8;0.4;16;36;7.3;3;4;3;5;4
fffe3300310030003500;25/11/2008;Female;Product;Yes;3;;;0.52;16;54;6.1;2;1;4;13;1
fffe33003300380038003300;06/01/2008;Female;Product;Yes;4;6.0;6.7;0.61;17;59;5.5;1;2;5;9;0
fffe3700350037003500;22/01/2008;Female;Service;No;4;8.0;8.9;0.71;16;58;6.5;2;2;4;3;0
fffe3400330036003000;19/07/2008;Male;Service;Yes;3;;9.5;1.0;16;53;5.3;2;2;5;9;0
fffe31003100330037003900;24/01/2008;Female;Service;Yes;2;4.0;;;16;35;6.8;4;3;3;10;4
fffe3900310033003700;10/06/2008;Female;Service;No;3;6.0;7.0;0.67;16;54;5.9;1;1;4;11;1
fffe32003800370036003000;16/07/2008;Female;Service;Yes;3;8.0;8.3;0.8;16;57;6.4;1;3;4;6;1
fffe3900390033003000;21/10/2008;Female;Product;No;3;5.0;5.8;0.47;16;56;6.1;1;2;5;5;1
